"","logFC","AveExpr","t","P.Value","adj.P.Val","B","deltaBeta","CpG"
"cg08792129",-5.68701262013957,-5.7505906114644,-37.2249820749247,2.52132666246752e-10,7.16754564189573e-09,14.3638967958752,-0.115795994283302,"cg08792129"
"cg25176742",-5.65128685080675,-5.79368751539374,-37.1741803528466,2.54914627706026e-10,7.16851510856977e-09,14.3546352259683,0.159212239119435,"cg25176742"
"cg19981568",-4.90210972211062,-4.9458304313948,-37.1667442468442,2.55324722690464e-10,7.16851510856977e-09,14.3532779887647,0.107525040494813,"cg19981568"
"cg15556905",-4.63911509851023,-4.61218732833446,-37.1642431779754,2.55462821016786e-10,7.16851510856977e-09,14.3528214035255,0.127913315615703,"cg15556905"
"ch.7.22672050F",-5.32101707168687,-5.43092438652962,-37.1288002326895,2.57428874297578e-10,7.1739319592213e-09,14.3463461819409,-0.143169767630144,"ch.7.22672050F"
"cg00203594",-4.68271579776998,-4.66487822101611,-37.0976899251621,2.59168604961492e-10,7.17618593563831e-09,14.3406549587246,-0.287754338610775,"cg00203594"
"cg13017478",-5.47729635667556,-5.65132709431,-37.0902168555355,2.59588473617625e-10,7.17705847779932e-09,14.3392868058121,-0.12120182093779,"cg13017478"
"cg05676622",5.35989519735045,5.37797676472359,37.0902118218747,2.59588756687324e-10,7.17705847779932e-09,14.3392858841232,-0.166804637046799,"cg05676622"
"cg13547525",-5.96844993080259,-6.11027617974191,-37.0884195276802,2.59689569029162e-10,7.17705847779932e-09,14.3389576941623,-0.100295150736812,"cg13547525"
"cg13505011",-6.07490086622515,-6.14513398114124,-37.0883726453617,2.59692206639626e-10,7.17705847779932e-09,14.3389491091481,-0.139083829766251,"cg13505011"
"cg12341060",-5.43495726686649,-5.52106062881266,-37.0823869881296,2.60029208435383e-10,7.17705847779932e-09,14.3378528933347,-0.110266066355336,"cg12341060"
"cg03443751",-4.74728614137084,-4.79670591742745,-36.994749058432,2.6502002772771e-10,7.18004395284966e-09,14.3217728089726,0.13603743522826,"cg03443751"
"cg27349795",-4.71630427163403,-4.7478210082344,-36.9252061203194,2.69056984563723e-10,7.19055927004119e-09,14.3089727199843,-0.142596207845521,"cg27349795"
"cg01943983",5.5902508000355,5.6379380851877,36.9156582439168,2.69616610262893e-10,7.19055927004119e-09,14.3072125550825,-0.160848339590227,"cg01943983"
"cg25193742",-5.0971556834546,-5.1310046338748,-36.8521809496238,2.73370587686444e-10,7.19888704099595e-09,14.2954933118577,0.182515656198437,"cg25193742"
"cg26655255",5.25977194100724,5.29558678980731,36.8271506550853,2.74866961108505e-10,7.19924431318751e-09,14.2908640009403,-0.219278345214957,"cg26655255"
"cg04422991",-5.0896438604021,-4.9057030612138,-36.815223914535,2.75583205806472e-10,7.19924431318751e-09,14.2886565374569,0.136289182306217,"cg04422991"
"cg07054040",-5.49471448607519,-5.57240181851733,-36.8020084249305,2.76379293904549e-10,7.19924431318751e-09,14.2862093135832,0.130490230737005,"cg07054040"
"cg07143158",5.64677626995801,5.64032150795846,36.763806663149,2.78695093052632e-10,7.20974637068893e-09,14.2791278794096,0.117876976600767,"cg07143158"
"cg02504457",-4.65308514310362,-4.66467368581961,-36.7534997816532,2.79323626020291e-10,7.21004705719956e-09,14.277215441993,0.131270000504697,"cg02504457"
"cg22706629",-5.15006489446528,-5.2345660564754,-36.7135655621386,2.8177396854028e-10,7.21004705719956e-09,14.269798197429,-0.114745108270528,"cg22706629"
"cg23188819",-4.93227878113638,-4.91970827950271,-36.71312603089,2.81801071928589e-10,7.21004705719956e-09,14.2697164943006,-0.107255709203591,"cg23188819"
"cg25388800",-4.64222487601034,-4.66960927327996,-36.6595356358458,2.85127735704235e-10,7.21999681340241e-09,14.2597439341927,-0.169457171802727,"cg25388800"
"cg02699671",5.00200259701824,5.16904054740461,36.6594070974569,2.85135767662161e-10,7.21999681340241e-09,14.259719988877,-0.127374186100471,"cg02699671"
"cg03839934",-5.62105849216588,-5.74477594615242,-36.6575421167137,2.85252333014037e-10,7.22137051033542e-09,14.2593725491768,0.233640358110299,"cg03839934"
"cg06259049",-5.59420840337991,-5.61110577685466,-36.5578954505273,2.91558993085761e-10,7.245782175763e-09,14.2407708200684,0.133177578634942,"cg06259049"
"cg20347916",-5.10125049042718,-5.22594092361162,-36.4561286106142,2.98161947714362e-10,7.26214633357551e-09,14.2216962518908,0.141999173539633,"cg20347916"
"cg26825934",-5.218848188453,-5.12001738597659,-36.4399379410313,2.99227856576014e-10,7.26495169763846e-09,14.2186543624222,0.101206289505433,"cg26825934"
"cg17242353",6.15464758691384,6.27409564341345,36.4368696027007,2.99430341913396e-10,7.26620716510848e-09,14.2180776620964,-0.101260018588067,"cg17242353"
"cg21928142",-5.37484272981428,-5.28846546395759,-36.35679590719,3.04769355237425e-10,7.28136583173838e-09,14.2030024281026,0.175279358772295,"cg21928142"
"cg04380513",-5.09651274717112,-5.15741528776229,-36.3369742168353,3.06107445085982e-10,7.28136583173838e-09,14.1992631423486,0.152921884836019,"cg04380513"
"cg19423543",-5.49057716351751,-5.49338664278089,-36.3354919740554,3.06207770724681e-10,7.28136583173838e-09,14.198983402867,-0.112711732725861,"cg19423543"
"cg11613015",-4.77240324754257,-4.76211319879209,-36.3253358563386,3.06896182038975e-10,7.28414920485694e-09,14.1970662178248,0.165068142940738,"cg11613015"
"cg19805953",-4.49398172585625,-4.58395567949222,-36.3252938241619,3.0689903471209e-10,7.28414920485694e-09,14.1970582817187,0.157139450837723,"cg19805953"
"cg06624731",5.39273020374408,5.41054684788978,36.2781345742873,3.10118519026714e-10,7.29685545910988e-09,14.1881456521258,0.135654243097958,"cg06624731"
"cg05128246",-4.95320258629441,-5.07218112648687,-36.2481905814458,3.12182429146296e-10,7.3000954715836e-09,14.1824777278948,-0.146477967436975,"cg05128246"
"cg18465515",-4.56477905257922,-4.55429608921514,-36.212982317991,3.14628941954642e-10,7.30573107286421e-09,14.175804592478,0.167807821765319,"cg18465515"
"cg03244616",4.53441635675698,4.45690399976709,36.1982426297301,3.15659545544309e-10,7.30900482641134e-09,14.1730081138544,0.104244147038725,"cg03244616"
"cg13657951",-4.50320746136045,-4.52282319891522,-36.1981753027124,3.15664261760881e-10,7.30900482641134e-09,14.1729953364564,0.137501613008749,"cg13657951"
"cg25803423",-4.6663019526119,-4.70642297646744,-36.1974139357798,3.15717600558686e-10,7.30986794346038e-09,14.1728508409563,0.162503894030516,"cg25803423"
"cg13574809",-5.53403300759538,-5.59230705293749,-36.1776873493313,3.17103113608509e-10,7.31736092492499e-09,14.1691054948724,0.142421821376935,"cg13574809"
"cg08136110",4.70978323397199,4.69997579072504,36.1614453219636,3.18249012877044e-10,7.31798103246494e-09,14.166019495977,-0.115040746327526,"cg08136110"
"cg21348691",-5.52113378777383,-5.61979740103261,-36.0874539188173,3.23528409549469e-10,7.3321774641479e-09,14.1519354034903,0.10028740312812,"cg21348691"
"cg19647301",-5.78018952272782,-5.81365574248045,-36.083645472096,3.23802797713227e-10,7.33265468501802e-09,14.1512093336144,0.138304485245674,"cg19647301"
"cg04029159",-4.74027731312497,-4.70477973027102,-36.0829963259115,3.23849592985451e-10,7.33265468501802e-09,14.1510855645254,0.147042341074358,"cg04029159"
"cg12672205",-5.78759172739618,-5.90856274288953,-36.0829433881332,3.23853409468132e-10,7.33265468501802e-09,14.1510754710306,0.107268782411996,"cg12672205"
"cg01799588",-4.78503332756107,-4.81037258032506,-36.0824765680712,3.23887066461412e-10,7.33265468501802e-09,14.1509864628488,0.122026483296715,"cg01799588"
"cg24466479",-5.63287664342469,-5.79755438361487,-36.0478126087832,3.26397294870324e-10,7.34089856675016e-09,14.1443724164493,-0.139518586052533,"cg24466479"
"cg07265700",-5.7440840166685,-5.87061130297962,-36.0251700268253,3.28048777972852e-10,7.34744157938647e-09,14.1400470933021,-0.10971755468689,"cg07265700"
"cg09761705",4.52505085417141,4.55175156786692,36.0144653451437,3.2883281147941e-10,7.35139766510053e-09,14.1380008396214,-0.121008859803987,"cg09761705"
"cg06927220",6.17759153527593,6.33652452124517,35.9846217207675,3.31029756794317e-10,7.35623926507708e-09,14.1322913955991,0.131008723964963,"cg06927220"
"cg08245127",-5.68323838841333,-5.74098091706467,-35.9846131446602,3.31030390491118e-10,7.35623926507708e-09,14.1322897538948,0.119359043598446,"cg08245127"
"cg01272707",-5.31388924793852,-5.38331970699734,-35.9680293333872,3.32258336741592e-10,7.35867398623878e-09,14.1291140862396,0.138321158709466,"cg01272707"
"cg01947949",-5.37118770440136,-5.34885984368996,-35.9679914297992,3.32261149161367e-10,7.35867398623878e-09,14.1291068255608,0.124514273183941,"cg01947949"
"cg24922399",-5.98627419420592,-6.13590548047904,-35.9633916589826,3.32602647525346e-10,7.35867398623878e-09,14.1282256267615,-0.105571222680347,"cg24922399"
"cg17856610",-5.26766400714106,-5.2366466199272,-35.9372936609863,3.345477066047e-10,7.36585047147295e-09,14.123222805205,-0.112814734652375,"cg17856610"
"cg09045935",5.4555813929665,5.54809617595727,35.9370830137026,3.34563457831851e-10,7.36585047147295e-09,14.1231824039206,-0.1133767779282,"cg09045935"
"cg08684761",-5.87160142050087,-5.9555716682326,-35.9205497532869,3.35802340495494e-10,7.37341307576583e-09,14.1200103161489,0.1056794603326,"cg08684761"
"cg24990131",-5.51984055606701,-5.62664021168367,-35.8963478812795,3.37625155410833e-10,7.37474780908638e-09,14.1153630851975,0.128873059208317,"cg24990131"
"cg12505362",-4.66755984117397,-4.67960781167318,-35.8770647268694,3.3908546290333e-10,7.38219862263837e-09,14.111657077829,-0.118003271742714,"cg12505362"
"cg08641879",-5.58867322228401,-5.57004877942218,-35.8309149020034,3.42609266958186e-10,7.38997747681897e-09,14.102775815088,0.169775328948185,"cg08641879"
"cg13351962",-5.18110149369645,-5.38115470588865,-35.7886344451874,3.45873755411493e-10,7.40321518236571e-09,14.0946245747089,0.103449188117971,"cg13351962"
"cg00379836",-4.68920955880641,-4.53990629770936,-35.7883218521468,3.4589802056389e-10,7.40321518236571e-09,14.0945642578348,0.121788357491055,"cg00379836"
"cg04216289",-5.34444483652017,-5.42298407828094,-35.7866446705248,3.46028245071237e-10,7.40371924323813e-09,14.0942406215819,0.150760311519895,"cg04216289"
"cg16013925",-4.65819751829518,-4.70885182655638,-35.7832714394003,3.46290325853154e-10,7.40591607714850e-09,14.0935896414887,0.114193144491714,"cg16013925"
"cg13691567",4.74252162938847,4.82014278528757,35.7743407132709,3.46985269328493e-10,7.41008096787236e-09,14.0918657223186,0.126140548053216,"cg13691567"
"cg09897273",-4.48878381435572,-4.39781072501088,-35.7366027319648,3.49939190371663e-10,7.41462711080163e-09,14.0845741610839,-0.131916669536416,"cg09897273"
"cg20297631",5.52296584513341,5.63780172653927,35.730559625572,3.50414829782951e-10,7.41539276076558e-09,14.0834055005566,0.106113278811752,"cg20297631"
"cg03722871",-4.62969154952526,-4.57000518200925,-35.7067800246766,3.52293531830862e-10,7.41619685858557e-09,14.0788040374682,0.160350977293199,"cg03722871"
"cg03586029",-5.68976111297953,-5.58060206021394,-35.7017684142522,3.52690914683647e-10,7.41619685858557e-09,14.0778336999242,0.123540157519595,"cg03586029"
"cg25296646",-6.06196897137897,-5.98402524190916,-35.7003536650674,3.52803184705207e-10,7.41619685858557e-09,14.0775597433528,0.122820404063481,"cg25296646"
"cg17108838",-5.54599939271064,-5.69885707056796,-35.6913526181328,3.53518420071548e-10,7.41768124060206e-09,14.0758163825887,0.148174193265936,"cg17108838"
"cg14272860",-5.69165396429844,-5.79651742541097,-35.6842761240263,3.54081871361424e-10,7.41791449816257e-09,14.0744453292144,0.126608783922612,"cg14272860"
"cg18428961",4.68094074474189,4.56368071110163,35.6840780873507,3.54097654125767e-10,7.41791449816257e-09,14.0744069544183,0.106020229856486,"cg18428961"
"cg03847052",5.19163018328622,5.14839891763948,35.6840203235038,3.54102257831897e-10,7.41791449816257e-09,14.0743957611009,0.115389296672296,"cg03847052"
"cg21206266",-5.85536034607571,-5.89881603531933,-35.6491186654365,3.56896207067482e-10,7.42302028884439e-09,14.067627803957,-0.140075365496931,"cg21206266"
"cg07504288",-5.37678570858544,-5.45302556211288,-35.6476292388512,3.57015988356965e-10,7.42327634238874e-09,14.0673387678516,-0.102772084875259,"cg07504288"
"cg26510975",5.79791142374472,5.8489311811665,35.6202113490012,3.59229049918875e-10,7.43762890308087e-09,14.0620149584728,0.133121915328084,"cg26510975"
"cg00962913",-5.77803259898623,-5.750448554054,-35.6160467962711,3.59566541738132e-10,7.43762890308087e-09,14.0612057956006,0.159605940468755,"cg00962913"
"cg13869180",5.00230920409725,4.96878441062275,35.5897400572186,3.61706664882412e-10,7.43976956889275e-09,14.0560912859252,-0.1124990459686,"cg13869180"
"cg01033463",-6.23043064679321,-6.29727023546624,-35.5828528641321,3.6226931669902e-10,7.44063473214266e-09,14.0547513848579,-0.101572545547072,"cg01033463"
"cg19751406",-5.24694467662681,-5.28326627608409,-35.5549024740105,3.64562845444538e-10,7.44568444100722e-09,14.0493097863391,0.154059756994098,"cg19751406"
"cg03114601",4.62966458631433,4.46128337281318,35.5232871094369,3.67176788914328e-10,7.45268353376622e-09,14.043147188561,-0.1059190875288,"cg03114601"
"cg26860113",-5.47232327565225,-5.56276795832641,-35.5226882320819,3.67226506538622e-10,7.45268353376622e-09,14.0430303762595,0.223497876859748,"cg26860113"
"cg23281012",-4.38674679095389,-4.42954122520298,-35.5083201474955,3.68421586393677e-10,7.45479605085581e-09,14.0402269957166,0.104501363130592,"cg23281012"
"cg24023097",-5.9675559758892,-5.99287365931012,-35.5082946396647,3.68423711913512e-10,7.45479605085581e-09,14.0402220173816,0.139761232498571,"cg24023097"
"cg17890782",-4.7489402535244,-4.756360172745,-35.5080467112157,3.68444372044946e-10,7.45479605085581e-09,14.040173629192,0.129406044615825,"cg17890782"
"cg15837119",-5.57817301596647,-5.66391183567438,-35.5031285811785,3.68854473886416e-10,7.45613071236651e-09,14.0392136567757,0.126443131924156,"cg15837119"
"cg03769371",-4.91868849035895,-4.89496698387342,-35.5004255265445,3.69080088352269e-10,7.45613071236651e-09,14.038685964127,0.130577107478987,"cg03769371"
"cg00203291",-4.59336360102407,-4.62765213467846,-35.483625955667,3.70485769249661e-10,7.45811357749359e-09,14.0354050330854,0.112399275921237,"cg00203291"
"cg21288729",-5.78463434707518,-5.81849406874047,-35.4831273183438,3.70527583822477e-10,7.45811357749359e-09,14.0353076156104,0.153567757375532,"cg21288729"
"cg27642943",-4.60439904752252,-4.57548403903261,-35.4678614276257,3.71810314796374e-10,7.45811357749359e-09,14.0323241992761,-0.142373053071607,"cg27642943"
"cg10130344",-4.75357674566207,-4.82405451935939,-35.443247993135,3.73888998660721e-10,7.46202295318579e-09,14.0275100760115,0.107030868232817,"cg10130344"
"cg10172250",5.25893839614589,5.31253539989224,35.4424115118001,3.73959871166709e-10,7.46215952108777e-09,14.0273463842924,0.122574421485746,"cg10172250"
"cg20643039",4.80722705263138,4.68935564717397,35.4400279457211,3.74161906197767e-10,7.46248378451774e-09,14.0268799116434,0.120191574989773,"cg20643039"
"cg13905388",-5.8322714830956,-5.84482656243266,-35.4301153242154,3.75003432497868e-10,7.46482878018768e-09,14.0249394883499,-0.115778720552435,"cg13905388"
"cg04158730",-5.28333196857873,-5.2614063732271,-35.388319293572,3.78575135879354e-10,7.47427065517246e-09,14.0167491586764,0.143872964919184,"cg04158730"
"cg10460470",-5.26205474851524,-5.38018206927833,-35.3792222201525,3.793575844968e-10,7.47770518654319e-09,14.0149646476685,0.27477452783488,"cg10460470"
"cg17057127",-4.97818782263583,-5.0138551576903,-35.3753169825631,3.79694035050761e-10,7.47883036821321e-09,14.0141983803501,0.179268413689001,"cg17057127"
"cg11463903",-4.69961265887873,-4.73413563265489,-35.3480307241993,3.82054219116596e-10,7.49010934310011e-09,14.0088409870632,0.145719170984255,"cg11463903"
"cg18031978",-4.66859785788038,-4.70080028937318,-35.3479571784838,3.82060602837462e-10,7.49010934310011e-09,14.0088265390004,0.125889087437559,"cg18031978"
"cg24182584",5.36515934260593,5.50931960297288,35.3334317904717,3.83323748616262e-10,7.49402551709052e-09,14.0059721738229,0.108933158488565,"cg24182584"
"cg01856450",-5.78855026860387,-5.74385205542375,-35.3144793683534,3.84978932762522e-10,7.49898102843152e-09,14.0022453091522,-0.158208666763773,"cg01856450"
"cg08345776",-5.90919777337796,-5.96609421901619,-35.3038255689705,3.85912891269955e-10,7.50007899977065e-09,14.0001490440225,-0.103811753434849,"cg08345776"
"cg03720416",-5.02289555981789,-5.01020775983958,-35.2352627059299,3.91984646874242e-10,7.51442470011118e-09,13.9866365887051,0.147146415416475,"cg03720416"
"cg06023646",-4.5755086010999,-4.62899012883026,-35.2065995008854,3.94554731189047e-10,7.52338115504371e-09,13.9809763620639,-0.106820769117198,"cg06023646"
"cg19951743",-4.56294730171896,-4.68753043595555,-35.191019229313,3.95959670974603e-10,7.5274249016107e-09,13.9778968820408,0.128801243196929,"cg19951743"
"cg21401794",-4.58062559620576,-4.52720232771672,-35.169091167591,3.97946546509406e-10,7.53102364310676e-09,13.9735594152365,0.108664488596581,"cg21401794"
"cg10124442",-4.59775365136823,-4.63098435235808,-35.1623259890344,3.98561789515659e-10,7.53385412222905e-09,13.972220446681,0.106646316003604,"cg10124442"
"cg02735250",-4.80810378948593,-4.96730223725144,-35.1607541496912,3.98704889579615e-10,7.53507447527381e-09,13.9719092940832,0.111383997977958,"cg02735250"
"cg02446080",-5.39282475029393,-5.49615811009533,-35.1297553538559,4.01538839814297e-10,7.53722321897445e-09,13.9657688480402,0.115691787870071,"cg02446080"
"cg25205988",-4.50087973831294,-4.55795831122628,-35.1219276487277,4.02258031583258e-10,7.53760550807811e-09,13.9642170505618,-0.103652537766508,"cg25205988"
